,id,sentiment_predict
106,1039672348604067841,2
107,1045417410042449920,1
108,1048391170680926214,1
109,1037375893952442368,2
110,1049316619158216708,1
111,1047332329457422336,1
112,1045395320300064768,0
113,1047343440604876800,0
114,1045366415224492034,1
115,1037800107389870081,2
116,1046943335653498880,0
117,1045291623083634688,2
118,1049319825271484416,2
119,1046962010288771074,1
120,1031946616473899009,2
121,1041658028817375233,2
122,1046056196891967488,2
123,1047055173724590080,1
124,1042183988134084608,2
125,1049276990036107265,0
126,1045420349096173568,0
127,1042498561513009152,2
128,1045379811248656384,1
129,1039045817477165056,2
130,1050360364548968448,2
131,1030712815995236352,2
132,1049181335070420993,0
133,1050310058805002240,2
134,1053309799394291713,2
135,1048420797092704258,1
136,1045372573079556101,0
137,1047502453388849152,2
138,1042850209359953921,2
139,1049184982760083456,1
140,1047477535498559489,1
141,1039235896179142664,2
142,1046234427414777857,1
143,1046791826705924098,0
144,1036901686168547328,2
145,1047966278617636865,2
146,1050711524900331527,0
147,1046925790024065024,1
148,1052873603987980290,2
149,1042733358139072512,2
150,1049288014671880192,0
151,1048415046089543681,1
152,1049295841352146944,0
153,1049157117721174016,0
154,1046943129000194051,0
155,1035173357887602688,2
156,1046727941894344704,0
157,1049164025278418944,0
158,1046774597197209600,0
159,1046931904434458624,1
160,1049314600511004673,0
161,1046720820415000576,0
162,1046966025865048065,0
163,1045419359110402054,1
164,1045474304119513089,2
165,1045654355574226945,2
166,1046784770863243264,0
167,1033016797107240960,2
168,1049313709682823168,0
169,1048867533745356802,2
170,1049268174867353600,0
171,1047552700311846912,1
172,1046924363671461888,0
173,1038067671680602112,2
174,1045432629921763329,1
175,1046980141438701569,0
176,1050380743816478720,2
177,1046239067648741376,0
178,1040344454543106049,2
179,1046799146487894016,0
180,1038829383773868032,2
181,1045489854698737665,1
182,1047504014974377985,2
183,1050341247326584834,2
184,1046767315784794117,1
185,1040288887371976705,2
186,1048075678518849536,2
187,1039581270945214464,2
188,1037875807589486593,2
189,1046715665070133250,0
190,1049270593806381056,0
191,1044894493072412672,2
192,1044753609215410176,2
193,1045473835825410048,1
194,1046794461274165249,0
195,1046752791425937410,1
196,1044353285342351360,2
197,1049115263692619776,1
198,1046725249562300417,0
199,1046946968218587138,0
200,1048782395414122496,2
201,1039136409452302338,2
202,1049286695076724736,0
203,1034548841285144577,2
204,1036676630884900864,2
205,1049289836551704576,1
206,1045346479639007234,1
207,1047334006239514625,0
208,1049136523994652672,1
209,1048206763558916096,1
210,1045431301388603394,1
211,1047067830720638976,1
212,1046967990531629057,0
213,1041960155951321088,2
214,1046727961339203585,1
215,1044757193868734464,2
216,1050774738434498560,1
217,1046730911289671681,0
218,1049255724612800512,0
219,1048930200854167552,2
220,1039445949083529216,2
221,1046773083485474816,0
222,1049153310266200065,0
223,1046942477020815360,0
224,1046790616603131904,0
225,1046925444581416961,2
226,1046243873629130752,0
227,1048397045588021250,1
228,1045969431828955136,2
229,1044777606661505025,1
230,1045353768009822208,1
231,1045514828905943041,1
232,1032020326341910528,1
233,1049446350729940992,2
234,1049300743595933697,0
235,1048309352837386240,2
236,1034978138709798913,2
237,1046798612393578496,0
238,1034864516369199109,2
239,1048206209935921152,1
240,1047540370417090560,1
241,1049152184410095619,1
242,1041821600549662721,2
243,1041313578844909568,2
244,1047314974136303616,1
245,1045409857287974919,0
246,1045452064212611072,1
247,1046777234076446720,0
248,1033552387607285760,2
249,1049284077071880192,1
250,1046775066602733568,1
251,1046753119827300353,1
252,1045495166897917952,1
253,1045441734392647682,0
254,1049266937564413955,1
255,1050770222104363009,1
256,1049297622895419392,1
257,1046948869031043072,1
258,1046768488944160768,0
259,1046709594070929408,0
260,1046776268971266053,0
261,1049254554896928768,1
262,1049165166892523520,0
263,1049313867770355712,1
264,1045345062987722752,1
265,1046750323224784896,1
266,1051790381308923905,1
267,1047419181514338304,1
268,1047502532153696258,0
269,1045425600641536002,0
270,1047442950496706560,0
271,1048430439092932608,1
272,1046931715648905216,1
273,1049244504790917121,2
274,1046955404591280129,1
275,1046981544190103553,0
276,1048408320002981888,1
277,1045352312401727488,1
278,1034422005859340289,2
279,1048409723832295425,0
280,1047415027043631104,1
281,1046969447796432896,1
282,1049129100009455616,0
283,1046257825700286464,0
284,1051489404345290753,2
285,1043175583939796993,2
286,1049029732728299521,2
287,1045385274333822977,1
288,1049262109035548672,1
289,1047391515436376065,1
290,1049117710838386688,2
291,1046768178800599040,0
292,1039985185440313346,2
293,1049138390770372608,0
294,1031590029360029697,2
295,1046705145868890112,1
296,1046795127132442624,0
297,1047473834960596993,0
298,1049302750499131393,1
299,1047540469100675072,0
300,1050237995276783617,2
301,1047405166780207104,1
302,1042893664568180736,2
303,1043736476477992961,2
304,1049146886844813313,0
305,1033013379928088577,2
306,1046712990634917888,1
307,1046745041190948865,0
308,1048402155663740928,1
309,1046794469381754880,1
310,1047549168179445760,1
311,1045183754380210176,2
312,1049141997364232192,0
313,1046237058459729920,0
314,1046934793454272512,0
315,1046780431008452608,0
316,1049284396778446848,0
317,1045444532903587840,0
318,1046962214949859329,0
319,1046916593991725056,0
320,1050778725388828673,1
321,1047510583568998400,0
322,1047550740036800512,1
323,1045515405329137664,2
324,1046922712931655680,2
325,1053160383312261120,2
326,1044542028896333825,2
327,1046798258348150784,0
328,1049128622890668032,0
329,1045399535844040712,1
330,1049166926184894464,1
331,1049117998894788610,1
332,1042844057863680000,2
333,1045509275160911875,0
334,1042815593643220993,2
335,1049231887292620801,0
336,1049123413929988096,0
337,1046730850103160832,0
338,1049182624948899840,1
339,1037596019104665600,2
340,1046701564642168832,0
341,1046912573122252800,2
342,1047020090951118848,0
343,1049314841423491072,0
344,1049077800773308416,2
345,1046763071014932481,0
346,1046988142824366082,1
347,1035001980169740288,2
348,1049305873909264384,1
349,1046954685326942208,1
350,1038928236401582080,2
351,1047441166101307392,1
352,1049276240329412608,1
353,1047507826128691200,1
354,1036721721267642374,2
355,1046232473552576512,1
356,1046710306196545537,0
357,1046691825359228928,0
358,1047032559853539328,1
359,1049289318823591936,0
360,1041648390017351680,2
361,1045100708603809792,2
362,1048951086038495234,2
363,1047490288946745344,1
364,1047544607574302720,1
365,1046746605838376961,1
366,1046763406546665472,1
367,1049296206869008384,1
368,1050777067053346821,0
369,1037455329985015808,2
370,1049155959774437376,1
371,1045437704584990720,1
372,1048383769554706433,0
373,1038502233518657536,2
374,1047488382832709632,1
375,1046741847962505216,0
376,1049054615155691520,2
377,1045401973384777728,0
378,1045402407369355264,1
379,1049119619301212160,1
380,1047224711984369664,2
381,1048732853612232704,2
382,1043283734877949959,2
383,1047467343784435712,1
384,1037764583417671681,2
385,1049274188874375168,0
386,1047315038904705025,1
387,1046930462252371969,0
388,1046258538111225857,1
389,1030500212740186114,2
390,1049245397695303680,0
391,1045436022077771776,1
392,1046757881025105920,0
393,1035380425491972096,2
394,1049149925345386497,0
395,1045420392599494656,1
396,1049260286685970432,1
397,1046924343391989760,0
398,1045388570188484608,0
399,1046792956357877760,0
400,1049267045928513537,0
401,1049209429684629510,0
402,1046357740099010560,2
403,1049145242967035904,1
404,1046258004646121472,0
405,1045386313661390849,2
406,1045434558844362752,1
407,1046964346599985152,1
408,1049159481035296768,1
409,1036954532364906496,2
410,1037785253761503234,2
411,1045432790374928385,1
412,1032010711877275650,2
413,1050670726586355712,2
414,1037868050593210368,2
415,1046682778669109248,0
416,1048966180310900736,2
417,1046702022219698176,0
418,1049137394593779713,1
419,1042845861447966720,2
420,1045358426593857537,1
421,1046749935444602880,0
422,1046228605632741381,1
423,1043584978892849152,2
424,1046921831012343809,0
425,1047943187774541824,2
426,1049203407427461120,0
427,1049122791264595969,0
428,1046946678073438208,1
429,1047028004256407554,0
430,1040750804121075713,2
431,1046797968224002048,1
432,1048398986435018752,0
433,1050498986820423680,2
434,1039502580743843840,2
435,1040384631894237184,2
436,1031193259635355649,1
437,1049257684032282625,0
438,1047338060546015233,0
439,1045490895582302208,1
440,1036595254215041024,2
441,1046694739645550593,1
442,1044798718183124992,1
443,1046225413964484609,0
444,1034884375853318144,2
445,1045413755398557698,0
446,1047494740911030274,0
447,1049320492790960128,1
448,1048457354616950784,1
449,1050773265776631808,0
450,1047053707572121600,1
451,1048418525755400192,1
452,1040397215812841474,2
453,1049297695117074433,1
454,1047967094912901121,2
455,1049283379773001728,1
456,1045403790936088576,1
457,1049148117591965696,1
458,1049152020727455744,0
459,1031360744821071872,1
460,1045453818937442306,0
461,1045418450615758848,1
462,1050402884934926343,2
463,1039815884745986049,2
464,1042430816708648960,2
465,1048416706899705856,1
466,1046955165184602112,0
467,1049319011996106754,0
468,1045366688005459969,2
469,1046256413578874881,0
470,1046930772890914816,1
471,1045430397071478787,0
472,1046244497972244481,1
473,1048256668625240064,2
474,1038595477921513473,2
475,1048442988693606401,1
476,1047946966175367168,2
477,1045378990452674560,0
478,1034111583121809409,2
479,1049156820122722304,0
480,1046267165517787137,0
481,1045463858155048962,0
482,1041728893097574400,2
483,1049163081031581696,0
484,1047815160310763520,2
485,1038492035861368832,2
486,1036971031146180608,2
487,1044569708496740353,2
488,1047487043331403776,1
489,1049208016908800000,0
490,1046985847244017669,1
491,1046713185477234693,1
492,1049315780553318401,0
493,1049134141055414273,0
494,1049227338163085312,0
495,1049300868057747456,2
496,1047455375148994560,1
497,1049319413923676160,1
498,1047328478880849920,0
499,1046230768731791361,0
500,1049275340844163072,0
501,1045412809599832066,2
502,1047958297175896064,2
503,1047016032265785344,0
504,1037835534930984962,2
505,1045438303061905408,1
506,1046929624209469440,0
507,1049320108248719360,1
508,1049297136007958528,2
509,1034426297999675393,2
510,1048182274460672001,2
511,1048669119447519232,2
512,1046942664334159872,0
513,1046711479947407360,0
514,1049162947128246273,0
515,1049315136345968640,1
516,1036966080663769089,2
517,1044785064129835009,1
518,1046949257360674816,0
519,1046703479962517505,0
520,1049166885718253568,1
521,1046785718444539904,0
522,1044350580167241729,2
523,1049021868202766336,2
524,1045408180438814720,1
525,1046677838840000513,0
526,1049107332804825088,1
527,1046672794292047872,1
528,1046921814180552709,0
529,1045481106856980481,1
530,1046933481681498118,1
531,1046800504976814081,0
532,1037715553010507776,2
533,1049140232447246336,0
534,1043110049684627459,2
535,1045475368155721729,1
536,1049107028856197121,1
537,1041756173840642050,2
538,1046271010494808065,0
539,1046698097097801728,0
540,1046235009852600321,0
541,1046788587667279873,1
542,1038544715984060416,2
543,1050754230724820992,1
544,1036688009649942528,2
545,1046948823115948032,1
546,1048212008179363842,1
547,1049305546644508672,0
548,1039834265821892608,2
549,1047423364669820928,1
550,1049315321990053889,2
551,1045468362531368960,1
552,1037796353978630151,2
553,1047066012544327681,1
554,1045429832950140930,1
555,1047558760045195264,2
556,1046941789494661120,0
557,1045489915948093440,1
558,1039648793598324736,2
559,1049239316810149888,1
560,1050754108809011200,1
561,1043228527422787585,2
562,1045456605075189761,1
563,1047071454226001920,1
564,1048386936849747970,0
565,1047430285300813825,0
566,1049120642874974209,0
567,1046772713002618880,0
568,1049280594646056960,1
569,1049321376191008768,0
570,1049106365829005314,2
571,1048409127154798592,1
572,1052973803909857281,2
573,1045349863351701504,1
574,1041503504441925632,2
575,1046783059901714432,0
576,1045400733905027072,2
577,1049114961459466240,1
578,1049268531739746305,0
579,1046238416667459584,0
580,1033099549102034944,2
581,1046794558649044992,1
582,1046954516699074560,1
583,1047494965662814208,1
584,1049269686515511297,0
585,1045517085345021953,0
586,1036771838314078209,2
587,1042869842301399041,2
588,1035644017122390020,1
589,1047056565101039622,1
590,1045430576289914880,1
591,1046771822656671745,0
592,1038437941427744769,2
593,1043466191526752256,2
594,1041844623440838656,2
595,1045435662659461120,1
596,1047536305264058370,0
597,1049294558125850630,0
598,1045338810333233153,0
599,1049136342502973440,1
600,1049404063228588039,2
601,1047989724588204032,2
602,1036796214782644224,2
603,1039453498071441408,2
604,1049306594968834048,1
605,1046781096296419328,0
606,1050259963644383232,2
607,1046921070954143744,0
608,1038923468283277312,2
609,1049145026771660800,1
610,1042849132338135040,2
611,1045472366674022404,0
612,1039523709038473216,2
613,1031708621938278400,2
614,1034525407666745344,2
615,1048716862933164032,2
616,1040658940164562945,2
617,1046792535828512768,0
618,1045481882442506240,1
619,1046923076649324544,1
620,1048206491117899776,1
621,1049265604803354624,0
622,1049262098684043264,0
623,1048383964099108864,1
624,1034127206539309056,2
625,1046957170565308418,0
626,1050515898577145856,2
627,1049288552201080832,2
628,1049269731255967749,0
629,1045421355066249216,2
630,1046938281726959616,1
631,1045437166720098305,1
632,1045389804077232130,1
633,1048272104909561856,2
634,1042825717078122496,2
635,1050712579230900225,1
636,1047355868755443712,1
637,1047068713684537346,0
638,1042479459784421376,2
639,1047050360714604545,0
640,1049121732521545728,1
641,1049140227514802177,0
642,1046264612864368640,1
643,1047489316715413504,0
644,1046726702519455744,1
645,1046952392154144768,1
646,1049312285926330370,1
647,1047367699666554881,2
648,1049114918379835393,2
649,1050438630676680704,2
650,1042869823393476608,2
651,1041479764354244608,2
652,1049290210771697665,0
653,1038173814465544192,2
654,1046780310397100032,0
655,1046923346024308736,1
656,1045390682838454274,2
657,1046962888924180480,0
658,1046747979812614146,1
659,1046797120487997440,0
660,1041386735798767616,2
661,1038836531362979841,2
662,1046259494123184128,0
663,1046949759104299009,1
664,1040662965966405632,2
665,1043834918218944512,2
666,1037739677250400256,2
667,1049143034636656642,1
668,1045472010506326016,1
669,1046750163128254464,1
670,1045512903116443648,1
671,1047021013882605570,0
672,1049133693657341952,1
673,1045527715179311105,1
674,1050765631379951616,1
675,1049172014114770945,0
676,1037422652061876224,2
677,1047548161278074880,2
678,1046922223154601984,0
679,1046242142895640578,0
680,1049289322959126529,1
681,1049105268892741632,1
682,1046968707430400002,0
683,1036760322332348421,2
684,1042792003644346368,2
685,1047553663542185984,1
686,1044718132454031360,2
687,1049313867279552512,2
688,1046244187727962112,0
689,1046248429226143744,0
690,1048209607708033025,0
691,1050042480538898433,2
692,1042472688017698816,2
693,1049306823914921984,0
694,1047902476781977600,2
695,1047470108610875392,0
696,1049120654191157248,1
697,1045076791067594752,2
698,1047489851422126080,1
699,1037989004153577472,2
700,1046925009892102144,0
701,1049164431580692480,0
702,1037878115824033792,2
703,1037141020306272256,2
704,1043223336707227648,2
705,1045366436645023744,1
706,1046251123659722752,1
707,1046273797542817792,0
708,1037711078715793408,2
709,1049294228440977408,1
710,1049268008344932352,0
711,1049142152759050240,0
712,1046926830584913921,0
713,1049253615477706752,0
714,1047466929924071424,1
715,1048429796970188802,1
716,1045396486543069184,1
717,1050116058735099906,2
718,1049310355133026304,0
719,1042009589149982721,2
720,1047457248837087233,0
721,1047558336500195329,1
722,1037059219793403904,2
723,1049144123201138688,1
724,1045366703474049024,0
725,1049321133328228352,0
726,1050155205545906176,2
727,1050762170437373952,1
728,1043909622837456896,2
729,1044953817241014272,2
730,1049304269294370816,1
731,1038381564235796480,2
732,1046779887539949569,0
733,1046742467951947776,0
734,1044209840476741637,2
735,1049270211931774979,0
736,1046250824580521984,0
737,1048198872340844544,2
738,1047496621838282752,1
739,1049315184890851328,1
740,1046718561673261056,0
741,1046744690001948672,1
742,1037456588255051782,2
743,1049221236780355584,0
744,1043303872989720576,2
745,1041344720222474241,2
746,1037854316026122240,2
747,1030955748753387522,2
748,1046228549311582208,0
749,1049176485809082368,1
750,1049226976173719552,0
751,1050223210757742592,2
752,1045489263230562305,0
753,1048415512370266112,1
754,1045399950845247490,2
755,1045512914168242176,0
756,1046767257832050688,0
757,1045382802013900800,0
758,1049987911024693248,2
759,1037798711697571841,2
760,1047383349713616896,1
761,1046580457612107776,2
762,1049480326404296704,2
763,1047330767574118400,1
764,1045393412835430400,2
765,1046921158946369537,0
766,1042939082282885120,2
767,1046953436695224320,1
768,1048412716107321345,2
769,1045478132030074881,1
770,1047071670727520258,0
771,1034430401434083330,2
772,1041787675676692481,2
773,1044346325670776832,1
774,1031254695648653312,2
775,1048231336295772161,2
776,1047546972369035264,1
777,1046948966468857856,0
778,1049299480762339328,1
779,1047556148390494209,2
780,1048392847811104768,0
781,1044290369310138368,2
782,1040689272741879808,2
783,1032299170642763776,2
784,1046793216182378496,0
785,1046239261274460166,0
786,1038170040951103488,2
787,1045351381744398342,1
788,1042163856347258880,2
789,1049313689084579840,1
790,1039893898620018689,2
791,1049136202702606336,0
792,1049145023760146432,1
793,1046234257792933890,0
794,1048576611103068166,2
795,1048906735543574528,2
796,1052610640014135296,2
797,1046916749453680640,0
798,1046780104448389120,1
799,1045357845192077313,0
800,1039212950584807430,2
801,1046241042650025984,1
802,1052926060201951232,2
803,1046923603550318598,1
804,1045370456474292224,1
805,1049253054959300608,1
806,1031647078919876608,2
807,1045450843762438145,1
808,1046792440940761088,0
809,1050767200607510528,1
810,1046968091522084864,0
811,1047485171400953856,1
812,1037449038730285065,2
813,1046782835808501761,1
814,1035135873279553536,2
815,1034627451240964096,2
816,1046732084352634881,0
817,1048403390483636224,1
818,1047499794921472000,1
819,1042789490924945408,2
820,1048393357469396998,0
821,1049304389867978752,0
822,1047789937377136640,2
823,1046779580877598720,1
824,1048392367395495938,0
825,1047782103436468225,2
826,1046783756298801153,1
827,1045411140526895107,1
828,1041702234516533250,2
829,1046957014394576896,1
830,1046947774414184448,0
831,1049787095332646913,2
832,1045494403488460800,0
833,1049277352243601408,1
834,1036333834571329536,2
835,1045524441558585345,1
836,1050752951868841984,2
837,1042868661336387584,2
838,1045409068003856389,1
839,1047331059162071040,1
840,1033332838546976769,1
841,1049140559846285312,0
842,1038852294035603456,2
843,1037018427884490753,2
844,1038503375090982913,2
845,1045360476958466048,0
846,1048209539299008512,1
847,1038840784018198528,2
848,1046768606254698496,1
849,1047392842900037632,0
850,1040535626645295104,2
851,1049111915904086016,2
852,1046672622996664321,0
853,1044684594740686848,2
854,1046754555210485760,0
855,1047492455858393088,0
856,1049268281276866563,2
857,1045407237026516992,2
858,1042556443214340096,2
859,1036235915830677505,1
860,1040690000181043200,2
861,1047415460466216960,2
862,1047546610765500416,0
863,1049261841182932992,1
864,1032266911667695616,2
865,1048388877046693894,1
866,1047562273647202304,1
867,1049154053786275840,0
868,1038066919977365504,2
869,1049769666464374789,1
870,1048429486780366848,1
871,1049214164202377217,1
872,1039458529692643328,2
873,1041729116511318018,2
874,1037658639836819462,2
875,1048347107684491265,2
876,1045481508453195776,0
877,1045372505278566401,2
878,1045480587333693440,0
879,1037790671833194496,2
880,1045375752689131520,1
881,1040055728789245952,2
882,1046743308033249280,0
883,1048404700817760257,1
884,1038533152262811649,2
885,1045490524986245120,0
886,1032927795515744261,2
887,1045125873349754880,2
888,1039450080581963776,2
889,1046235891012960256,0
890,1046759960464556032,0
891,1049316441328181249,0
892,1045520967404007424,1
893,1049592975095939073,2
894,1046753504633778176,1
895,1038850280220229634,2
896,1049094523664695299,2
897,1043892752767836160,2
898,1041416437066330116,2
899,1049140196258852865,0
900,1047013183532294145,0
901,1037712371324788738,2
902,1050401475124482048,2
903,1049293960907251714,0
904,1047439705434980352,1
905,1035250830780317697,2
906,1047363470117810176,0
907,1049320508066545664,0
908,1048412649355186176,1
909,1032433361539743744,2
910,1033308193458475008,2
911,1050721546317307904,0
912,1041087270785310720,2
913,1046916033947275264,1
914,1049157649563099137,0
915,1050718030735532032,1
916,1045396534198702080,1
917,1050733578521333760,2
918,1045379171076263936,1
919,1050122053095972865,2
920,1046782433922830336,0
921,1046930794248331264,1
922,1046255092272369665,0
923,1049315466479652864,1
924,1049136180841914368,0
925,1047154410625945600,2
926,1047468255521230848,1
927,1048403290675994624,0
928,1049279796226793472,1
929,1046751901595914241,0
930,1049303707060490240,1
931,1045494052232286208,1
932,1047533934576390145,0
933,1044096590837821440,2
934,1036801256982028289,2
935,1049141758897082369,1
936,1046763871535591425,1
937,1047438857581600771,1
938,1046750909932466176,2
939,1046729174453489665,0
940,1046999693648105474,0
941,1035872779592257536,2
942,1041008780094386178,2
943,1049310758440501248,0
944,1037532346998771712,2
945,1038930089860374533,2
946,1037476229472022528,2
947,1046723150950682626,1
948,1047479337174425602,1
949,1045458259820388352,1
950,1033200216378433537,2
951,1045510118014689280,0
952,1048212470278578176,2
953,1039325189648134146,2
954,1036005849708343297,1
955,1046930458964054016,1
956,1047384644323295232,1
957,1039510731060699136,2
958,1039194320560107521,1
959,1049308045048778753,0
960,1046749322086404097,1
961,1049127848706035712,0
962,1046763740346101760,1
963,1046938387096186882,1
964,1044388776942981126,2
965,1045330821261996034,1
966,1042052283939344386,2
967,1049257786520088581,1
968,1050772191791468546,2
969,1036988983157379073,2
970,1040706786981019650,2
971,1038336637464264704,2
972,1047053917849300992,0
973,1045351426233430016,0
974,1048398485194756096,0
975,1045419218194305024,1
976,1049144914209132550,0
977,1030858995010088960,2
978,1045329697817669632,2
979,1030883090762293248,2
980,1046238226288193537,0
981,1046753846779891712,2
982,1046770309305700352,1
983,1049277449975095299,0
984,1049266261719506944,1
985,1049253981522984960,0
986,1049148389970075648,0
987,1049135377133588482,1
988,1049136461797314561,0
989,1049241352503009281,0
990,1047416046062395392,1
991,1047316629632311297,0
992,1045473416688672773,1
993,1047535845186658304,1
994,1046776269617209344,1
995,1046976798016327685,0
996,1048007361087070208,2
997,1049147538132090881,0
998,1045010114439041024,2
999,1046734307065303041,0
1000,1047327690435567616,1
1001,1038850739576205313,2
1002,1043787589671694336,1
1003,1046923698471653378,1
1004,1042133024555577346,2
1005,1049315162107392000,1
1006,1050774244999815168,2
1007,1032207370900914176,1
1008,1046974371716354048,1
1009,1049147547988779008,1
1010,1046919443467653123,0
1011,1047091324535672833,2
1012,1046927239462432768,0
1013,1046662540837769218,1
1014,1038011496599408640,2
1015,1047491186989121536,1
1016,1045487887360430080,1
1017,1049160531423219713,0
1018,1049289472968417280,1
1019,1049215262380183552,1
1020,1039184700076507136,2
1021,1039848379810021377,2
1022,1049321821680623617,0
1023,1031504597335134209,2
1024,1044988637992177664,2
1025,1046939748529573889,0
1026,1045505360734433281,0
1027,1045481148384784384,1
1028,1046773757044551680,0
1029,1045468615934439424,1
1030,1049112306460884992,2
1031,1047047481282969601,0
1032,1047561763191971845,1
1033,1045366143563644928,1
1034,1041074424827596800,2
1035,1048800083498741762,2
1036,1041458087981469697,2
1037,1050170663351267328,2
1038,1037036173561085957,1
1039,1051818312982769664,0
1040,1046786039736619008,1
1041,1048449872913940480,1
1042,1048385903742341120,0
1043,1046787937709551616,1
1044,1045414389917118464,1
1045,1046947361216434176,0
1046,1036775413698244608,2
1047,1049133567341727744,0
1048,1049134000521060352,1
1049,1047536996523106304,1
1050,1048331942024769536,2
1051,1047311496869531649,0
1052,1045409761334833153,1
1053,1046950140471336960,1
1054,1050060892694441984,2
1055,1049257613735682048,2
1056,1046966344518971392,0
1057,1046924853390000128,0
1058,1037544412635701248,2
1059,1049184317203763201,0
1060,1049278650456186880,1
1061,1034904440023797772,2
1062,1048550274082791430,2
1063,1045415914114560002,1
1064,1049272148576141312,0
1065,1040525564531007488,2
1066,1042126318761066499,2
1067,1049141615347081216,0
1068,1038952696294793217,2
1069,1046737721513906176,1
1070,1045484315969245184,0
1071,1046928034224328704,1
1072,1049162259719770112,1
1073,1047560319474851840,1
1074,1046932093161345024,0
1075,1047457866477699073,1
1076,1046706028379865088,0
1077,1046793276790116352,0
1078,1037038725350404096,2
1079,1049148580500525058,1
1080,1049257056446894080,0
1081,1042185175059361792,2
1082,1046771160166412288,0
1083,1045390436687392769,1
1084,1048418339058585600,1
1085,1045419351417999360,1
1086,1048439607216558081,1
1087,1048211452467793925,0
1088,1041746866084491264,2
1089,1046932937348923392,0
1090,1046935459455275009,1
1091,1046680964934426624,2
1092,1046921964655468545,1
1093,1049688502554779648,2
1094,1048402806682607619,1
1095,1049274495654092800,0
1096,1032740482647056384,2
1097,1047457101478617089,1
1098,1048444540770816001,0
1099,1049141530609549313,0
1100,1045454593105297408,1
1101,1047339198490005512,1
1102,1045722303034585088,2
1103,1049194113281810432,1
1104,1037509437437747200,2
1105,1030842377257275392,2
1106,1044754541776961537,1
1107,1047510275526680578,2
1108,1046232492364222464,0
1109,1046786320964698114,0
1110,1046955396856987648,0
1111,1048442018475778048,1
1112,1049305683827589120,0
1113,1048948776206065666,2
1114,1037363005640589312,2
1115,1049321382339928071,0
1116,1047394738767314944,1
1117,1045430737258909698,1
1118,1046758224429502464,0
1119,1047458088666746880,1
1120,1046023990857412610,2
1121,1047821132982833152,2
1122,1046734391161090048,0
1123,1045629360286433282,1
1124,1046794618904432640,0
1125,1048389854684434432,1
1126,1049303497353646085,1
1127,1045091655471312896,2
1128,1045391596148133891,1
1129,1049288347896741889,0
1130,1034182225531682817,1
1131,1049277639440179201,1
1132,1049258436679143426,0
1133,1049291782125699073,0
1134,1046964936986042369,0
1135,1048449746791063552,1
1136,1046791817126195200,1
1137,1045285460040396800,2
1138,1045432486656970752,0
1139,1046050056896475136,2
1140,1049302640327380992,0
1141,1049461569359409152,2
1142,1046922712956817408,2
1143,1046930572013187073,0
1144,1050737173950021632,1
1145,1041062606767902721,2
1146,1047560914222948352,1
1147,1045327108418011136,1
1148,1046757153200123905,1
1149,1039122826958131200,2
1150,1045447952649654278,0
1151,1050737663060398080,2
